VARNAMES: CID IDSURVEY zCMB zHEL MU MUERR MUERR_VPEC MUERR_SYS
SN: 1315818     10 0.55218 0.55218 42.58454  0.18420  0.00000  0.02878
SN: 1260551     10 0.55236 0.55236 42.24319  0.16570  0.00000  0.02806
SN: 1896254     10 0.55283 0.55283 42.60525  0.15640  0.00000  0.03569
SN: 1252142     10 0.55288 0.55288 42.52742  0.18320  0.00000  0.01519
SN: 1264631     10 0.55300 0.55300 42.33326  0.13580  0.00000  0.03289
SN: 1366195     10 0.55314 0.55314 42.33745  0.14950  0.00000  0.01800
SN: 1341426     10 0.55322 0.55322 42.45084  0.18710  0.00000  0.02589
SN: 1316989     10 0.55344 0.55344 42.41238  0.23630  0.00000  0.00922
SN: 1444028     10 0.55373 0.55373 42.71612  0.16560  0.00000  0.01560
SN: 1337117     10 0.55389 0.55389 42.14382  0.14030  0.00000  0.04862
SN: 1912020     10 0.55437 0.55437 42.49019  0.16640  0.00000  0.02573
SN: 1321492     10 0.55467 0.55467 42.34052  0.19910  0.00000  0.02396
SN: 1249395     10 0.55514 0.55514 42.54709  0.19360  0.00000  0.04944
SN: 1260605     10 0.55534 0.55534 42.45903  0.17940  0.00000  0.01996
SN: 1255523     10 0.55537 0.55537 42.70708  0.25940  0.00000  0.02076
SN: 1833067     10 0.55577 0.55577 42.37058  0.17530  0.00000  0.02371
SN: 1530191     10 0.55584 0.55584 42.73143  0.17270  0.00000  0.02301
SN: 1247001     10 0.55620 0.55620 42.80157  0.25320  0.00000  0.02260
SN: 1256505     10 0.55626 0.55626 42.39011  0.18050  0.00000  0.01621
SN: 1504139     10 0.55644 0.55644 42.40423  0.13140  0.00000  0.03373
SN: 1256764     10 0.55650 0.55650 42.43615  0.19840  0.00000  0.03005
SN: 1261139     10 0.55650 0.55650 42.83666  0.20980  0.00000  0.05630
SN: 1246858     10 0.55721 0.55721 42.65594  0.21230  0.00000  0.03596
SN: 1251600     10 0.55761 0.55761 42.44826  0.16670  0.00000  0.00894
SN: 1251504     10 0.55779 0.55779 42.24921  1.42960  0.00000  0.02383
SN: 1326367     10 0.55797 0.55797 42.64935  0.22240  0.00000  0.01086
SN: 1635042     10 0.55834 0.55834 42.48270  0.16300  0.00000  0.02957
SN: 1326781     10 0.55892 0.55892 42.55956  0.18180  0.00000  0.02412
SN: 1311590     10 0.55911 0.55911 42.43020  0.17800  0.00000  0.01948
SN: 1295685     10 0.55930 0.55930 42.64713  0.12240  0.00000  0.02128
SN: 1810087     10 0.55943 0.55943 42.61526  0.19140  0.00000  0.04317
SN: 1304779     10 0.55993 0.55993 42.48038  0.16620  0.00000  0.02663
SN: 1249182     10 0.56018 0.56018 42.29677  0.22030  0.00000  0.01498
SN: 1252751     10 0.56060 0.56060 42.42544  0.17560  0.00000  0.05708
SN: 1915087     10 0.56104 0.56104 42.51318  0.46380  0.00000  0.02034
SN: 1259500     10 0.56162 0.56162 42.47350  0.14350  0.00000  0.02155
SN: 1263579     10 0.56162 0.56162 42.82315  0.29720  0.00000  0.01012
SN: 1289555     10 0.56174 0.56174 42.34020  0.16790  0.00000  0.04976
SN: 1262267     10 0.56215 0.56215 42.23978  0.24170  0.00000  0.02335
SN: 1337321     10 0.56258 0.56258 42.43793  0.18620  0.00000  0.03282
SN: 1654105     10 0.56271 0.56271 42.32093  0.12340  0.00000  0.00427
SN: 1878335     10 0.56372 0.56372 42.46681  0.16110  0.00000  0.03846
SN: 1259585     10 0.56402 0.56402 42.56369  0.21530  0.00000  0.03581
SN: 1330903     10 0.56429 0.56429 42.60601  0.18920  0.00000  0.01882
SN: 1338278     10 0.56431 0.56431 42.36606  0.18510  0.00000  0.06354
SN: 1285317     10 0.56441 0.56441 42.44572  0.15870  0.00000  0.00704
SN: 1876287     10 0.56445 0.56445 42.55217  0.16590  0.00000  0.02862
SN: 1432141     10 0.56489 0.56489 42.75436  0.18660  0.00000  0.02693
SN: 1279501     10 0.56528 0.56528 42.54912  0.17310  0.00000  0.01894
SN: 1283855     10 0.56537 0.56537 42.50968  0.23510  0.00000  0.04166
SN: 1960031     10 0.56564 0.56564 43.00895  0.23170  0.00000  0.07292
SN: 1942106     10 0.56584 0.56584 42.54459  0.20820  0.00000  0.03251
SN: 1315890     10 0.56699 0.56699 42.98242  0.24990  0.00000  0.02690
SN: 1595127     10 0.56740 0.56740 42.70248  0.13260  0.00000  0.01360
SN: 1259561     10 0.56752 0.56752 42.50507  0.19960  0.00000  0.01121
SN: 1643338     10 0.56789 0.56789 42.79738  0.16450  0.00000  0.03274
SN: 1306681     10 0.56830 0.56830 42.78719  0.27400  0.00000  0.01576
SN: 1328089     10 0.56864 0.56864 42.46851  0.19130  0.00000  0.04105
SN: 1512101     10 0.56872 0.56872 42.50828  0.18740  0.00000  0.05818
SN: 1345458     10 0.56873 0.56873 42.45941  0.17400  0.00000  0.04643
SN: 1290332     10 0.56923 0.56923 42.42243  0.22250  0.00000  0.02349
SN: 1305807     10 0.56998 0.56998 42.95833  0.23370  0.00000  0.02938
SN: 1895233     10 0.57036 0.57036 42.27153  0.12580  0.00000  0.03425
SN: 1266830     10 0.57040 0.57040 42.13080  0.21650  0.00000  0.04004
SN: 1248936     10 0.57093 0.57093 42.65193  0.19670  0.00000  0.04691
SN: 1346992     10 0.57121 0.57121 42.71588  0.23860  0.00000  0.03177
SN: 1302353     10 0.57194 0.57194 42.54067  0.17300  0.00000  0.01116
SN: 1382058     10 0.57199 0.57199 42.96781  0.25260  0.00000  0.01595
SN: 1294418     10 0.57228 0.57228 42.44500  0.30360  0.00000  0.02978
SN: 1251436     10 0.57350 0.57350 42.59835  0.24750  0.00000  0.05352
SN: 1306800     10 0.57354 0.57354 42.88982  0.30880  0.00000  0.01266
SN: 1314581     10 0.57451 0.57451 42.81361  0.22750  0.00000  0.04667
SN: 1328103     10 0.57473 0.57473 42.63033  0.23660  0.00000  0.02223
SN: 1320278     10 0.57509 0.57509 42.40769  0.21130  0.00000  0.02713
SN: 1562098     10 0.57618 0.57618 42.58140  0.16240  0.00000  0.02548
SN: 1777216     10 0.57626 0.57626 42.47778  0.25880  0.00000  0.01095
SN: 1634024     10 0.57629 0.57629 42.53028  0.19980  0.00000  0.02262
SN: 1255142     10 0.57676 0.57676 42.55377  0.20130  0.00000  0.04783
SN: 1448122     10 0.57688 0.57688 42.68644  0.13900  0.00000  0.02298
SN: 1253243     10 0.57729 0.57729 42.71758  0.24150  0.00000  0.02174
SN: 1337228     10 0.57741 0.57741 42.74267  0.20190  0.00000  0.02996
SN: 1281691     10 0.57822 0.57822 42.66179  0.19860  0.00000  0.05068
SN: 1335854     10 0.57869 0.57869 42.71434  0.20090  0.00000  0.01351
SN: 1910065     10 0.57875 0.57875 42.45595  0.17250  0.00000  0.02298
SN: 1320447     10 0.57893 0.57893 42.64878  0.21210  0.00000  0.02469
SN: 1330339     10 0.57915 0.57915 42.66108  0.24420  0.00000  0.02115
SN: 1247570     10 0.57927 0.57927 42.46126  0.22220  0.00000  0.02160
SN: 1258400     10 0.57964 0.57964 42.72771  0.23070  0.00000  0.01228
SN: 1282966     10 0.58013 0.58013 42.58270  0.13140  0.00000  0.01734
SN: 1847028     10 0.58021 0.58021 42.38659  0.19760  0.00000  0.04604
SN: 1252810     10 0.58027 0.58027 42.62453  0.20310  0.00000  0.02011
SN: 1435033     10 0.58041 0.58041 42.79898  0.19220  0.00000  0.01454
SN: 1255382     10 0.58056 0.58056 42.50417  0.19240  0.00000  0.01051
SN: 1340470     10 0.58057 0.58057 42.46307  0.20510  0.00000  0.05737
SN: 1262055     10 0.58073 0.58073 42.78536  0.16810  0.00000  0.03112
SN: 1770225     10 0.58074 0.58074 43.10707  0.26540  0.00000  0.01621
SN: 1927254     10 0.58091 0.58091 43.05014  0.22960  0.00000  0.01150
SN: 1533035     10 0.58118 0.58118 42.67702  0.24200  0.00000  0.02459
SN: 1304652     10 0.58127 0.58127 42.52574  0.18990  0.00000  0.03578
SN: 1367309     10 0.58132 0.58132 42.72471  0.28490  0.00000  0.02626
SN: 1314162     10 0.58142 0.58142 42.51804  0.17650  0.00000  0.04959
SN: 1332063     10 0.58156 0.58156 42.95277  0.15930  0.00000  0.01196
SN: 1263580     10 0.58276 0.58276 42.65526  0.19090  0.00000  0.03721
SN: 1336384     10 0.58307 0.58307 42.58888  0.22600  0.00000  0.04417
SN: 1265587     10 0.58352 0.58352 42.85313  0.16730  0.00000  0.01404
SN: 1346149     10 0.58434 0.58434 42.69423  0.21410  0.00000  0.01382
SN: 1300531     10 0.58454 0.58454 42.81750  0.18840  0.00000  0.00874
SN: 1265990     10 0.58575 0.58575 42.48165  0.22950  0.00000  0.01821
SN: 1256819     10 0.58577 0.58577 42.76249  0.14250  0.00000  0.01829
SN: 1334265     10 0.58586 0.58586 42.65627  0.20990  0.00000  0.01874
SN: 1331719     10 0.58627 0.58627 42.58143  0.23570  0.00000  0.04836
SN: 1848092     10 0.58770 0.58770 42.75828  0.23210  0.00000  0.01424
SN: 1257129     10 0.58817 0.58817 42.37219  0.20600  0.00000  0.03533
SN: 1294971     10 0.58823 0.58823 43.07381  0.23970  0.00000  0.06314
SN: 1303118     10 0.58839 0.58839 42.60969  0.22700  0.00000  0.03644
SN: 1433145     10 0.58852 0.58852 42.89632  0.25010  0.00000  0.01994
SN: 1255657     10 0.58882 0.58882 43.05394  0.23140  0.00000  0.03805
SN: 1333576     10 0.58893 0.58893 42.69770  0.28220  0.00000  0.03014
SN: 1370806     10 0.58895 0.58895 42.88264  0.21000  0.00000  0.02326
SN: 1324536     10 0.58900 0.58900 42.90996  0.23750  0.00000  0.02780
SN: 1321261     10 0.58937 0.58937 42.26156  0.17590  0.00000  0.05223
SN: 1575072     10 0.59029 0.59029 42.61923  0.16730  0.00000  0.01301
SN: 1946322     10 0.59043 0.59043 42.70214  0.17060  0.00000  0.02426
SN: 1253997     10 0.59080 0.59080 42.68995  0.22310  0.00000  0.01020
SN: 1299439     10 0.59159 0.59159 42.72827  0.19690  0.00000  0.02510
SN: 1595110     10 0.59270 0.59270 42.63866  0.19500  0.00000  0.01546
SN: 1862259     10 0.59362 0.59362 42.82054  0.26900  0.00000  0.02242
SN: 1264083     10 0.59391 0.59391 42.66028  0.22270  0.00000  0.02402
SN: 1257496     10 0.59401 0.59401 42.61260  0.28840  0.00000  0.01608
SN: 1294215     10 0.59458 0.59458 42.46436  0.30750  0.00000  0.02368
SN: 1974019     10 0.59491 0.59491 43.04854  0.26280  0.00000  0.02200
SN: 1290191     10 0.59506 0.59506 42.46421  0.18440  0.00000  0.01077
SN: 1319653     10 0.59552 0.59552 42.69934  0.18480  0.00000  0.02404
SN: 1646042     10 0.59623 0.59623 43.01877  0.25540  0.00000  0.08807
SN: 1252313     10 0.59692 0.59692 42.69257  0.14820  0.00000  0.02444
SN: 1341423     10 0.59710 0.59710 42.51269  0.17910  0.00000  0.05783
SN: 1258591     10 0.59750 0.59750 42.70547  0.15690  0.00000  0.08190
SN: 1770627     10 0.59763 0.59763 42.91343  0.23810  0.00000  0.03467
SN: 1251126     10 0.59789 0.59789 42.76117  0.16640  0.00000  0.01439
SN: 1261236     10 0.59790 0.59790 42.57109  0.20060  0.00000  0.05986
SN: 1673097     10 0.59851 0.59851 42.48093  0.24460  0.00000  0.04307
SN: 1290323     10 0.59910 0.59910 42.55510  0.16700  0.00000  0.02666
SN: 1338223     10 0.59953 0.59953 42.58094  0.22470  0.00000  0.01455
SN: 1339220     10 0.59992 0.59992 42.97554  0.15470  0.00000  0.01842
SN: 1450127     10 0.60009 0.60009 42.79449  0.20340  0.00000  0.01970
SN: 1336953     10 0.60014 0.60014 42.68735  0.15280  0.00000  0.01998
SN: 1257762     10 0.60017 0.60017 42.97204  0.25890  0.00000  0.02142
SN: 1876301     10 0.60074 0.60074 42.80410  0.25970  0.00000  0.02931
SN: 1305873     10 0.60093 0.60093 42.84575  0.12290  0.00000  0.04890
SN: 1338233     10 0.60149 0.60149 42.91276  0.25520  0.00000  0.02204
SN: 1255545     10 0.60183 0.60183 42.53086  0.20670  0.00000  0.02617
SN: 1259330     10 0.60244 0.60244 42.96639  0.24930  0.00000  0.03220
SN: 1674022     10 0.60263 0.60263 42.40875  0.16810  0.00000  0.02867
SN: 1574019     10 0.60433 0.60433 42.50607  0.15860  0.00000  0.02620
SN: 1303314     10 0.60492 0.60492 43.27251  0.24020  0.00000  0.03512
SN: 1252199     10 0.60498 0.60498 42.82618  0.14620  0.00000  0.02506
SN: 1864084     10 0.60536 0.60536 42.70013  0.13070  0.00000  0.04595
SN: 1336845     10 0.60537 0.60537 42.93311  0.22130  0.00000  0.05716
SN: 1254889     10 0.60551 0.60551 42.90907  0.13750  0.00000  0.01774
SN: 1335585     10 0.60557 0.60557 42.55795  0.27010  0.00000  0.05023
SN: 1335387     10 0.60582 0.60582 42.76649  0.18570  0.00000  0.00980
SN: 1335564     10 0.60620 0.60620 42.86881  0.18830  0.00000  0.05575
SN: 1306059     10 0.60632 0.60632 42.99082  0.16500  0.00000  0.01906
SN: 1839117     10 0.60674 0.60674 42.67674  0.14680  0.00000  0.02337
SN: 1641368     10 0.60707 0.60707 43.02350  0.17620  0.00000  0.04861
SN: 1335675     10 0.60735 0.60735 42.64022  0.19110  0.00000  0.02733
SN: 1293046     10 0.60737 0.60737 42.80052  0.20590  0.00000  0.04048
SN: 1297772     10 0.60758 0.60758 43.13426  0.27250  0.00000  0.03472
SN: 1929034     10 0.60827 0.60827 42.56612  0.21610  0.00000  0.01647
SN: 1306110     10 0.60865 0.60865 42.64748  0.13510  0.00000  0.02409
SN: 1332413     10 0.60872 0.60872 42.54487  0.16460  0.00000  0.04921
SN: 1320843     10 0.60874 0.60874 42.90723  0.21610  0.00000  0.03644
SN: 1302141     10 0.60880 0.60880 42.41062  0.23210  0.00000  0.05883
SN: 1531033     10 0.60888 0.60888 42.87037  0.25210  0.00000  0.04073
SN: 1770680     10 0.60911 0.60911 42.45666  0.21780  0.00000  0.05123
SN: 1340132     10 0.60943 0.60943 42.68911  0.25980  0.00000  0.01917
SN: 1298246     10 0.60946 0.60946 42.45220  0.23660  0.00000  0.02350
SN: 1301397     10 0.60956 0.60956 42.98016  0.27350  0.00000  0.02966
SN: 1602033     10 0.60967 0.60967 42.80479  0.10480  0.00000  0.04549
SN: 1879313     10 0.60970 0.60970 42.93558  0.26160  0.00000  0.02484
SN: 1297377     10 0.60982 0.60982 42.78805  0.15700  0.00000  0.01485
SN: 1936215     10 0.61011 0.61011 42.69418  0.15800  0.00000  0.08760
SN: 1431108     10 0.61053 0.61053 42.69597  0.14340  0.00000  0.02972
SN: 1261144     10 0.61069 0.61069 42.77543  0.17110  0.00000  0.02437
SN: 1295207     10 0.61078 0.61078 43.48736  0.19930  0.00000  0.02550
SN: 1390413     10 0.61097 0.61097 42.76064  0.17120  0.00000  0.01290
SN: 1443078     10 0.61097 0.61097 42.89456  0.24240  0.00000  0.02442
SN: 1329365     10 0.61102 0.61102 42.98191  0.18260  0.00000  0.01324
SN: 1959025     10 0.61137 0.61137 43.14174  0.22100  0.00000  0.02293
SN: 1644180     10 0.61154 0.61154 42.83330  0.13890  0.00000  0.02235
SN: 1332008     10 0.61156 0.61156 42.89440  0.24780  0.00000  0.03283
SN: 1295305     10 0.61171 0.61171 42.85533  0.13920  0.00000  0.05357
SN: 1904321     10 0.61177 0.61177 42.82829  0.22860  0.00000  0.02519
SN: 1289470     10 0.61207 0.61207 42.80329  0.20680  0.00000  0.04936
SN: 1327408     10 0.61240 0.61240 42.84657  0.16740  0.00000  0.04173
SN: 1315570     10 0.61273 0.61273 42.73467  0.12510  0.00000  0.02083
SN: 1644061     10 0.61287 0.61287 42.80006  0.17870  0.00000  0.03035
SN: 1338649     10 0.61328 0.61328 43.07603  0.20640  0.00000  0.03029
SN: 1262803     10 0.61343 0.61343 43.34770  0.25050  0.00000  0.01846
SN: 1301976     10 0.61375 0.61375 43.02096  0.23050  0.00000  0.05747
SN: 1891030     10 0.61377 0.61377 43.07945  0.20720  0.00000  0.02885
SN: 1672051     10 0.61383 0.61383 42.62976  0.20550  0.00000  0.02691
SN: 1257905     10 0.61394 0.61394 42.62432  0.19300  0.00000  0.01053
SN: 1849276     10 0.61413 0.61413 42.92274  0.16090  0.00000  0.02151
SN: 1258433     10 0.61445 0.61445 42.98125  0.14180  0.00000  0.02252
SN: 1311113     10 0.61533 0.61533 42.73579  0.12380  0.00000  0.04991
SN: 1316626     10 0.61602 0.61602 42.88443  0.14340  0.00000  0.01160
SN: 1305219     10 0.61633 0.61633 42.79524  0.22770  0.00000  0.03106
SN: 1387162     10 0.61751 0.61751 43.11951  0.25150  0.00000  0.04744
SN: 1954065     10 0.61801 0.61801 42.86976  0.24340  0.00000  0.16647
SN: 1320328     10 0.61838 0.61838 42.90635  0.27410  0.00000  0.06538
SN: 1300084     10 0.61843 0.61843 43.00638  0.25420  0.00000  0.04005
SN: 1261163     10 0.61854 0.61854 42.79099  0.17430  0.00000  0.02285
SN: 1331883     10 0.61883 0.61883 42.92869  0.18790  0.00000  0.07607
SN: 1699142     10 0.61922 0.61922 42.52702  0.18950  0.00000  0.02692
SN: 1305409     10 0.61935 0.61935 42.62176  0.20060  0.00000  0.02750
SN: 1256335     10 0.61940 0.61940 42.97088  0.15110  0.00000  0.02143
SN: 1256807     10 0.61943 0.61943 42.72272  0.23800  0.00000  0.02788
SN: 1594042     10 0.61982 0.61982 42.87429  0.19900  0.00000  0.03367
SN: 1338849     10 0.62003 0.62003 42.98917  0.20360  0.00000  0.02865
SN: 1294907     10 0.62009 0.62009 43.02289  0.22220  0.00000  0.01425
SN: 1260463     10 0.62024 0.62024 43.09696  0.17530  0.00000  0.02645
SN: 1301915     10 0.62043 0.62043 43.03070  0.27880  0.00000  0.01187
SN: 1334253     10 0.62076 0.62076 42.75636  0.19800  0.00000  0.04780
SN: 1261456     10 0.62163 0.62163 42.89516  0.20660  0.00000  0.02800
SN: 1335818     10 0.62254 0.62254 42.84543  0.17400  0.00000  0.05317
SN: 1598039     10 0.62292 0.62292 42.91415  0.16520  0.00000  0.06116
SN: 1658051     10 0.62292 0.62292 42.76833  0.19420  0.00000  0.03153
SN: 1332632     10 0.62320 0.62320 42.75343  0.15830  0.00000  0.05880
SN: 1904061     10 0.62336 0.62336 42.90118  0.20100  0.00000  0.02044
SN: 1849109     10 0.62399 0.62399 42.66098  0.17090  0.00000  0.02230
SN: 1255130     10 0.62412 0.62412 42.90626  0.18350  0.00000  0.02196
SN: 1899029     10 0.62412 0.62412 42.64623  0.18850  0.00000  0.02019
SN: 1833321     10 0.62481 0.62481 43.06273  0.23260  0.00000  0.03220
SN: 1258118     10 0.62519 0.62519 42.71631  0.25680  0.00000  0.08588
SN: 1916193     10 0.62566 0.62566 43.10818  0.15570  0.00000  0.02669
SN: 1298098     10 0.62583 0.62583 42.46344  0.22490  0.00000  0.01713
SN: 1280762     10 0.62617 0.62617 43.33014  0.20050  0.00000  0.05567
SN: 1251114     10 0.62632 0.62632 42.93366  0.18520  0.00000  0.02536
SN: 1392329     10 0.62655 0.62655 42.82568  0.19320  0.00000  0.01155
SN: 1310073     10 0.62704 0.62704 42.74601  0.17020  0.00000  0.01918
SN: 1891107     10 0.62736 0.62736 42.73377  0.18460  0.00000  0.02652
SN: 1334858     10 0.62737 0.62737 43.30290  0.18620  0.00000  0.04478
SN: 1305687     10 0.62740 0.62740 42.90163  0.25450  0.00000  0.06774
SN: 1370308     10 0.62863 0.62863 43.16573  0.17920  0.00000  0.07191
SN: 1851018     10 0.62885 0.62885 42.79187  0.19850  0.00000  0.03070
SN: 1347766     10 0.62889 0.62889 43.08526  0.27240  0.00000  0.04469
SN: 1315832     10 0.62910 0.62910 42.68596  0.23490  0.00000  0.04073
SN: 1590044     10 0.62932 0.62932 42.82943  0.17420  0.00000  0.02617
SN: 1375087     10 0.62952 0.62952 43.00602  0.14590  0.00000  0.03175
SN: 1251603     10 0.63033 0.63033 43.16786  0.16380  0.00000  0.02207
SN: 1311001     10 0.63095 0.63095 42.92028  0.16050  0.00000  0.03978
SN: 1259966     10 0.63104 0.63104 42.80969  0.21540  0.00000  0.01086
SN: 1265353     10 0.63152 0.63152 42.84951  0.18080  0.00000  0.00966
SN: 1280790     10 0.63211 0.63211 43.01897  0.17840  0.00000  0.03277
SN: 1559147     10 0.63232 0.63232 42.93246  0.14570  0.00000  0.04166
SN: 1442085     10 0.63356 0.63356 43.13516  0.27580  0.00000  0.02264
SN: 1330642     10 0.63392 0.63392 42.61647  0.11860  0.00000  0.03818
SN: 1880486     10 0.63408 0.63408 42.99799  0.19560  0.00000  0.02180
SN: 1332055     10 0.63471 0.63471 42.58499  0.30690  0.00000  0.02781
SN: 1313177     10 0.63499 0.63499 42.99136  0.20210  0.00000  0.01250
SN: 1304183     10 0.63502 0.63502 42.72578  0.17180  0.00000  0.02866
SN: 1339371     10 0.63582 0.63582 43.37485  0.28240  0.00000  0.04289
SN: 1249304     10 0.63681 0.63681 42.68723  0.18090  0.00000  0.03384
SN: 1546021     10 0.63707 0.63707 42.64423  0.21660  0.00000  0.08924
SN: 1266993     10 0.63741 0.63741 42.75646  0.16850  0.00000  0.02534
SN: 1340460     10 0.63779 0.63779 43.01262  0.20830  0.00000  0.01661
SN: 1326214     10 0.63856 0.63856 42.95807  0.18480  0.00000  0.03741
SN: 1528034     10 0.63890 0.63890 42.69553  0.25150  0.00000  0.03762
SN: 1334879     10 0.63935 0.63935 42.96944  0.13280  0.00000  0.04068
SN: 1892149     10 0.64026 0.64026 42.70038  0.17570  0.00000  0.02047
SN: 1311631     10 0.64040 0.64040 43.00644  0.21000  0.00000  0.01429
SN: 1500086     10 0.64130 0.64130 42.81849  0.19970  0.00000  0.01976
SN: 1810306     10 0.64130 0.64130 42.74932  0.22020  0.00000  0.02099
SN: 1250397     10 0.64305 0.64305 42.77020  0.18240  0.00000  0.02303
SN: 1308568     10 0.64305 0.64305 42.42646  0.22570  0.00000  0.06679
SN: 1904352     10 0.64338 0.64338 43.16086  0.21420  0.00000  0.03055
SN: 1288078     10 0.64387 0.64387 42.88977  0.26950  0.00000  0.02480
SN: 1296793     10 0.64393 0.64393 42.84482  0.26400  0.00000  0.04289
SN: 1257839     10 0.64422 0.64422 42.81023  0.24410  0.00000  0.03988
SN: 1317496     10 0.64429 0.64429 43.11549  0.18320  0.00000  0.05046
SN: 1420185     10 0.64453 0.64453 43.14075  0.16160  0.00000  0.05929
SN: 1880513     10 0.64459 0.64459 42.81111  0.19280  0.00000  0.01648
SN: 1302719     10 0.64528 0.64528 43.21165  0.22360  0.00000  0.03996
SN: 1473025     10 0.64649 0.64649 42.84869  0.22120  0.00000  0.04304
SN: 1282463     10 0.64686 0.64686 42.54367  0.20780  0.00000  0.03190
SN: 1879188     10 0.64728 0.64728 42.89711  0.19050  0.00000  0.03640
SN: 1899158     10 0.64747 0.64747 42.69033  0.17630  0.00000  0.01600
SN: 1370402     10 0.64767 0.64767 42.89333  0.13940  0.00000  0.03212
SN: 1336693     10 0.64796 0.64796 42.72074  0.17650  0.00000  0.01133
SN: 1338266     10 0.64846 0.64846 43.11333  0.15460  0.00000  0.04441
SN: 1296671     10 0.64853 0.64853 42.95841  0.18940  0.00000  0.02880
SN: 1253169     10 0.64919 0.64919 42.98338  0.28750  0.00000  0.02810
SN: 1334707     10 0.64923 0.64923 42.75289  0.11220  0.00000  0.05973
SN: 1291006     10 0.64934 0.64934 43.33263  0.23770  0.00000  0.03475
SN: 1255139     10 0.64990 0.64990 42.85648  0.12350  0.00000  0.06796
SN: 1336925     10 0.64997 0.64997 42.60102  0.21270  0.00000  0.03334
SN: 1297064     10 0.65045 0.65045 43.14363  0.19970  0.00000  0.01828
SN: 1370898     10 0.65070 0.65070 43.11875  0.20610  0.00000  0.01341
SN: 1391191     10 0.65070 0.65070 43.24984  0.19850  0.00000  0.06886
SN: 1249342     10 0.65099 0.65099 42.60922  0.20680  0.00000  0.01369
SN: 1265578     10 0.65135 0.65135 42.86126  0.17970  0.00000  0.02061
SN: 1309551     10 0.65135 0.65135 43.22904  0.23320  0.00000  0.03335
SN: 1321499     10 0.65177 0.65177 43.07398  0.21450  0.00000  0.04999
SN: 1263090     10 0.65207 0.65207 42.76839  0.19720  0.00000  0.04887
SN: 1575019     10 0.65214 0.65214 42.75883  0.21050  0.00000  0.03454
SN: 1255018     10 0.65233 0.65233 43.13107  0.30760  0.00000  0.02922
SN: 1303753     10 0.65242 0.65242 42.76310  0.15790  0.00000  0.02014
SN: 1342707     10 0.65244 0.65244 42.85415  0.20870  0.00000  0.02488
SN: 1559124     10 0.65253 0.65253 42.83347  0.14590  0.00000  0.03690
SN: 1890041     10 0.65259 0.65259 42.82849  0.19940  0.00000  0.04806
SN: 1655210     10 0.65307 0.65307 42.63530  0.24010  0.00000  0.01913
SN: 1340521     10 0.65357 0.65357 42.89817  0.18660  0.00000  0.03647
SN: 1261587     10 0.65388 0.65388 42.83003  0.14100  0.00000  0.02469
SN: 1331707     10 0.65396 0.65396 43.20537  0.18040  0.00000  0.02143
SN: 1340141     10 0.65406 0.65406 42.91366  0.22320  0.00000  0.04408
SN: 1644237     10 0.65409 0.65409 42.83243  0.20220  0.00000  0.02510
SN: 1257216     10 0.65435 0.65435 42.87677  0.20840  0.00000  0.03874
SN: 1833564     10 0.65461 0.65461 42.95153  0.13310  0.00000  0.05585
SN: 1333319     10 0.65472 0.65472 42.89981  0.17220  0.00000  0.09023
SN: 1284567     10 0.65483 0.65483 42.90903  0.18370  0.00000  0.03817
SN: 1263039     10 0.65515 0.65515 42.71598  0.21470  0.00000  0.03377
SN: 1920457     10 0.65574 0.65574 42.98104  0.17500  0.00000  0.06235
SN: 1574028     10 0.65590 0.65590 43.03421  0.19370  0.00000  0.02277
SN: 1282427     10 0.65592 0.65592 42.92413  0.25630  0.00000  0.02672
SN: 1300590     10 0.65634 0.65634 42.84319  0.18360  0.00000  0.02817
SN: 1370391     10 0.65693 0.65693 42.77401  0.13110  0.00000  0.06474
SN: 1287883     10 0.65719 0.65719 42.77653  0.16410  0.00000  0.02475
SN: 1564017     10 0.65792 0.65792 43.07934  0.19920  0.00000  0.01371
SN: 1430255     10 0.65806 0.65806 42.63457  0.16570  0.00000  0.02525
SN: 1304991     10 0.65867 0.65867 42.74060  0.18270  0.00000  0.02631
SN: 1259667     10 0.65872 0.65872 43.46101  0.18410  0.00000  0.03585
SN: 1390173     10 0.65875 0.65875 43.02271  0.20760  0.00000  0.07529
SN: 1334686     10 0.65905 0.65905 42.98475  0.21850  0.00000  0.01363
SN: 1326229     10 0.65919 0.65919 43.15902  0.19890  0.00000  0.02671
SN: 1291375     10 0.65936 0.65936 43.09924  0.18490  0.00000  0.01537
SN: 1642138     10 0.65971 0.65971 42.97868  0.17480  0.00000  0.01902
SN: 1319776     10 0.65980 0.65980 43.27936  0.26180  0.00000  0.02986
SN: 1314709     10 0.65988 0.65988 43.01598  0.22150  0.00000  0.04313
SN: 1318847     10 0.65992 0.65992 42.88297  0.19730  0.00000  0.02793
SN: 1432239     10 0.66022 0.66022 43.05422  0.26420  0.00000  0.01489
SN: 1261012     10 0.66040 0.66040 42.91976  0.32600  0.00000  0.03400
SN: 1263852     10 0.66083 0.66083 42.96076  0.23550  0.00000  0.01794
SN: 1703076     10 0.66103 0.66103 43.10320  0.25170  0.00000  0.03001
SN: 1644199     10 0.66115 0.66115 43.20696  0.17080  0.00000  0.04581
SN: 1639025     10 0.66190 0.66190 42.90887  0.14550  0.00000  0.03996
SN: 1434258     10 0.66196 0.66196 43.03933  0.15110  0.00000  0.03463
SN: 1251320     10 0.66259 0.66259 42.86203  0.24270  0.00000  0.07345
