VARNAMES: CID IDSURVEY zCMB zHEL MU MUERR MUERR_VPEC
SN: 1336480     10 0.25605 0.25605 40.55380  0.13570  0.00000
SN: 1339702     10 0.25616 0.25616 40.72700  0.14380  0.00000
SN: 1279420     10 0.25692 0.25692 40.38990  0.16300  0.00000
SN: 1321450     10 0.25834 0.25834 40.58300  0.12740  0.00000
SN: 1297026     10 0.25855 0.25855 40.78690  0.14430  0.00000
SN: 1303883     10 0.25904 0.25904 40.58280  0.12420  0.00000
SN: 1289664     10 0.25907 0.25907 40.29110  0.12650  0.00000
SN: 1330426     10 0.25954 0.25954 40.48540  0.11940  0.00000
SN: 1298079     10 0.26048 0.26048 40.64450  0.13510  0.00000
SN: 1337649     10 0.26150 0.26150 40.53790  0.12460  0.00000
SN: 1373040     10 0.26162 0.26162 40.49980  0.13490  0.00000
SN: 1910132     10 0.26272 0.26272 40.74660  0.14710  0.00000
SN: 1344347     10 0.26362 0.26362 40.77380  0.15960  0.00000
SN: 1701055     10 0.26396 0.26396 40.84120  0.17400  0.00000
SN: 1334087     10 0.26629 0.26629 40.55290  0.13050  0.00000
SN: 1300390     10 0.26765 0.26765 40.67340  0.13380  0.00000
SN: 1249970     10 0.26776 0.26776 40.89920  0.13600  0.00000
SN: 1309288     10 0.26794 0.26794 40.67380  0.13730  0.00000
SN: 1560034     10 0.26891 0.26891 40.78780  0.12360  0.00000
SN: 1320704     10 0.26996 0.26996 40.59700  0.15990  0.00000
SN: 1309874     10 0.27002 0.27002 40.58330  0.13290  0.00000
SN: 1330817     10 0.27051 0.27051 40.96220  0.12950  0.00000
SN: 1366690     10 0.27120 0.27120 40.82250  0.13070  0.00000
SN: 1773078     10 0.27143 0.27143 40.65700  0.12310  0.00000
SN: 1259341     10 0.27212 0.27212 40.53050  0.12160  0.00000
SN: 1278493     10 0.27238 0.27238 40.68390  0.12590  0.00000
SN: 1968046     10 0.27255 0.27255 40.78390  0.15180  0.00000
SN: 1292332     10 0.27265 0.27265 40.69370  0.13300  0.00000
SN: 1260050     10 0.27279 0.27279 40.61870  0.12610  0.00000
SN: 1574104     10 0.27304 0.27304 40.92190  0.14460  0.00000
SN: 1502065     10 0.27316 0.27316 40.70630  0.12420  0.00000
SN: 1250279     10 0.27383 0.27383 40.51480  0.13160  0.00000
SN: 1260556     10 0.27438 0.27438 40.70210  0.12850  0.00000
SN: 1256620     10 0.27452 0.27452 40.68300  0.12930  0.00000
SN: 1339756     10 0.27539 0.27539 40.64420  0.14730  0.00000
SN: 1368133     10 0.27619 0.27619 40.83370  0.12640  0.00000
SN: 1792093     10 0.27659 0.27659 40.82090  0.12600  0.00000
SN: 1503024     10 0.27694 0.27694 40.90150  0.13500  0.00000
SN: 1297465     10 0.27784 0.27784 41.00270  0.12100  0.00000
SN: 1250578     10 0.27861 0.27861 40.96480  0.15870  0.00000
SN: 1291242     10 0.27906 0.27906 41.05620  0.14740  0.00000
SN: 1255576     10 0.28011 0.28011 40.81020  0.12840  0.00000
SN: 1248084     10 0.28063 0.28063 40.68340  0.12400  0.00000
SN: 1317286     10 0.28198 0.28198 40.68770  0.12270  0.00000
SN: 1249483     10 0.28303 0.28303 40.55550  0.14370  0.00000
SN: 1297927     10 0.28513 0.28513 40.88140  0.12510  0.00000
SN: 1774072     10 0.28548 0.28548 40.82540  0.12640  0.00000
SN: 1312897     10 0.28579 0.28579 41.06870  0.13010  0.00000
SN: 1862039     10 0.28700 0.28700 41.01810  0.13350  0.00000
SN: 1334644     10 0.28805 0.28805 40.84480  0.13390  0.00000
SN: 1313594     10 0.28835 0.28835 40.88760  0.12590  0.00000
SN: 1334597     10 0.28896 0.28896 40.75680  0.12110  0.00000
SN: 1310395     10 0.28899 0.28899 40.72720  0.13110  0.00000
SN: 1289288     10 0.29001 0.29001 40.86960  0.13980  0.00000
SN: 1538019     10 0.29069 0.29069 40.88260  0.12610  0.00000
SN: 1371022     10 0.29082 0.29082 40.92090  0.12360  0.00000
SN: 1861178     10 0.29094 0.29094 40.65870  0.12480  0.00000
SN: 1531089     10 0.29149 0.29149 40.78440  0.12390  0.00000
SN: 1302123     10 0.29156 0.29156 41.02160  0.15310  0.00000
SN: 1263715     10 0.29186 0.29186 40.83770  0.12650  0.00000
SN: 1292227     10 0.29186 0.29186 40.72450  0.14030  0.00000
SN: 1291090     10 0.29199 0.29199 40.83980  0.12770  0.00000
SN: 1262550     10 0.29209 0.29209 40.85720  0.13470  0.00000
SN: 1340706     10 0.29324 0.29324 41.09930  0.12850  0.00000
SN: 1721068     10 0.29377 0.29377 40.93580  0.14970  0.00000
SN: 1256680     10 0.29438 0.29438 40.99990  0.14450  0.00000
SN: 1310432     10 0.29471 0.29471 40.82230  0.12550  0.00000
SN: 1300703     10 0.29572 0.29572 41.47950  0.16310  0.00000
SN: 1257934     10 0.29648 0.29648 40.79980  0.12890  0.00000
SN: 1291346     10 0.29770 0.29770 40.71760  0.12780  0.00000
SN: 1901115     10 0.29875 0.29875 40.95080  0.12950  0.00000
SN: 1305051     10 0.29888 0.29888 41.06900  0.13850  0.00000
SN: 1547071     10 0.29911 0.29911 41.06890  0.13270  0.00000
SN: 1293275     10 0.30179 0.30179 41.85220 22.14590  0.00000
SN: 1321006     10 0.30245 0.30245 41.05140  0.14370  0.00000
SN: 1339002     10 0.30252 0.30252 40.84620  0.14450  0.00000
SN: 1905171     10 0.30307 0.30307 41.16720  0.13400  0.00000
SN: 1659022     10 0.30318 0.30318 41.45650  0.24830  0.00000
SN: 1287626     10 0.30396 0.30396 40.91040  0.14090  0.00000
SN: 1259412     10 0.30477 0.30477 40.98460  0.12750  0.00000
SN: 1335717     10 0.30478 0.30478 41.19500  0.12370  0.00000
SN: 1340954     10 0.30517 0.30517 40.87560  0.13140  0.00000
SN: 1849051     10 0.30547 0.30547 40.99570  0.13250  0.00000
SN: 1368131     10 0.30694 0.30694 41.02790  0.15010  0.00000
SN: 1281668     10 0.30697 0.30697 41.03080  0.12820  0.00000
SN: 1777124     10 0.30744 0.30744 41.39160  0.14710  0.00000
SN: 1249855     10 0.30845 0.30845 41.05440  0.16510  0.00000
SN: 1319821     10 0.30880 0.30880 41.11080  0.13650  0.00000
SN: 1292767     10 0.30893 0.30893 40.96800  0.13630  0.00000
SN: 1650024     10 0.30994 0.30994 41.16780  0.13480  0.00000
SN: 1300516     10 0.31043 0.31043 40.77360  0.12930  0.00000
SN: 1321338     10 0.31049 0.31049 41.14070  0.14210  0.00000
SN: 1264434     10 0.31075 0.31075 41.24250  0.16370  0.00000
SN: 1338128     10 0.31185 0.31185 41.12990  0.13460  0.00000
SN: 1791116     10 0.31193 0.31193 41.00300  0.12890  0.00000
SN: 1337838     10 0.31194 0.31194 41.01690  0.12760  0.00000
SN: 1263369     10 0.31252 0.31252 41.02260  0.13440  0.00000
SN: 1662023     10 0.31268 0.31268 40.92560  0.14170  0.00000
SN: 1283878     10 0.31287 0.31287 41.23790  0.22040  0.00000
SN: 1341894     10 0.31294 0.31294 41.07400  0.13590  0.00000
SN: 1850045     10 0.31314 0.31314 40.98860  0.13730  0.00000
SN: 1880686     10 0.31406 0.31406 41.12360  0.13090  0.00000
SN: 1258704     10 0.31507 0.31507 40.94930  0.14380  0.00000
SN: 1943111     10 0.31562 0.31562 41.06430  0.12960  0.00000
SN: 1929024     10 0.31564 0.31564 41.19650  0.13180  0.00000
SN: 1913214     10 0.31615 0.31615 41.10320  0.13520  0.00000
SN: 1774102     10 0.31626 0.31626 41.22720  0.44430  0.00000
SN: 1300179     10 0.31723 0.31723 41.13940  0.13150  0.00000
SN: 1265165     10 0.31752 0.31752 41.05360  0.17010  0.00000
SN: 1331899     10 0.31783 0.31783 41.48490  0.24850  0.00000
SN: 1345553     10 0.31795 0.31795 41.09880  0.14600  0.00000
SN: 1625037     10 0.31864 0.31864 41.10030  0.13080  0.00000
SN: 1253119     10 0.31916 0.31916 41.05980  0.17150  0.00000
SN: 1897267     10 0.31920 0.31920 41.29030  0.12890  0.00000
SN: 1259615     10 0.32008 0.32008 40.97900  0.14830  0.00000
SN: 1293366     10 0.32040 0.32040 41.41700  0.17530  0.00000
SN: 1566028     10 0.32060 0.32060 41.00010  0.12780  0.00000
SN: 1318142     10 0.32074 0.32074 41.11060  0.13020  0.00000
SN: 1246527     10 0.32078 0.32078 41.39220  0.14080  0.00000
SN: 1366482     10 0.32154 0.32154 41.33290  0.12360  0.00000
SN: 1261579     10 0.32214 0.32214 41.03840  0.12480  0.00000
SN: 1257936     10 0.32248 0.32248 41.05590 247.76750  0.00000
SN: 1310396     10 0.32250 0.32250 41.24800  0.12940  0.00000
SN: 1891147     10 0.32275 0.32275 41.20570  0.13850  0.00000
SN: 1248243     10 0.32395 0.32395 41.26610  0.13540  0.00000
SN: 1292033     10 0.32473 0.32473 41.10980  0.13880  0.00000
SN: 1592028     10 0.32510 0.32510 41.14110  0.12700  0.00000
SN: 1340700     10 0.32551 0.32551 41.08320  0.13830  0.00000
SN: 1305626     10 0.32572 0.32572 41.16390  0.12410  0.00000
SN: 1308326     10 0.32622 0.32622 41.17580  0.12920  0.00000
SN: 1469040     10 0.32670 0.32670 41.13690  0.14510  0.00000
SN: 1314071     10 0.32707 0.32707 41.04440  0.13400  0.00000
SN: 1259511     10 0.32710 0.32710 41.19900  0.12790  0.00000
SN: 1306073     10 0.32859 0.32859 41.20130  0.13760  0.00000
SN: 1337687     10 0.32870 0.32870 41.13260  0.12690  0.00000
SN: 1293783     10 0.32874 0.32874 40.84380  0.22020  0.00000
SN: 1904060     10 0.32890 0.32890 41.16000  0.12740  0.00000
SN: 1316465     10 0.32909 0.32909 41.14620  0.12100  0.00000
SN: 1622075     10 0.32943 0.32943 41.23960  0.15710  0.00000
SN: 1301933     10 0.32960 0.32960 41.26110  0.12280  0.00000
SN: 1569050     10 0.32989 0.32989 41.16460  0.13060  0.00000
SN: 1653101     10 0.33000 0.33000 41.34140  0.12240  0.00000
SN: 1847079     10 0.33041 0.33041 41.02010  0.13040  0.00000
SN: 1338675     10 0.33048 0.33048 41.33470  0.12440  0.00000
SN: 1264068     10 0.33055 0.33055 41.18650  0.15790  0.00000
SN: 1370320     10 0.33070 0.33070 41.31500  0.13310  0.00000
SN: 1322697     10 0.33075 0.33075 41.42010  0.19930  0.00000
SN: 1321276     10 0.33122 0.33122 41.38050  0.14040  0.00000
SN: 1449074     10 0.33186 0.33186 41.21760  0.14490  0.00000
SN: 1306141     10 0.33240 0.33240 41.08530  0.12560  0.00000
SN: 1257356     10 0.33257 0.33257 41.17440  0.13800  0.00000
SN: 1260241     10 0.33337 0.33337 41.21250  0.17840  0.00000
SN: 1309492     10 0.33352 0.33352 41.09930  0.12260  0.00000
SN: 1346956     10 0.33352 0.33352 41.11440  0.16320  0.00000
SN: 1295024     10 0.33386 0.33386 41.29100  0.15070  0.00000
SN: 1262190     10 0.33388 0.33388 41.22210  0.13050  0.00000
SN: 1257609     10 0.33389 0.33389 41.19700  0.12460  0.00000
SN: 1319066     10 0.33403 0.33403 41.40480  0.13780  0.00000
SN: 1335305     10 0.33403 0.33403 41.59100  0.14950  0.00000
SN: 1480038     10 0.33424 0.33424 41.20020  0.14080  0.00000
SN: 1531112     10 0.33470 0.33470 41.16140  0.12900  0.00000
SN: 1309293     10 0.33472 0.33472 41.26400  0.13210  0.00000
SN: 1297318     10 0.33480 0.33480 41.35020  0.15130  0.00000
SN: 1323016     10 0.33486 0.33486 41.46640  0.17760  0.00000
SN: 1346966     10 0.33513 0.33513 41.14160  0.13820  0.00000
SN: 1254723     10 0.33540 0.33540 41.18290  0.13730  0.00000
SN: 1246281     10 0.33550 0.33550 41.17250  0.12240  0.00000
SN: 1929216     10 0.33585 0.33585 41.28060  0.16770  0.00000
SN: 1314897     10 0.33663 0.33663 41.24660  0.13820  0.00000
SN: 1320501     10 0.33683 0.33683 41.39310  0.16930  0.00000
SN: 1871017     10 0.33720 0.33720 41.18890  0.12930  0.00000
SN: 1257016     10 0.33743 0.33743 41.13740  0.13470  0.00000
SN: 1909375     10 0.33753 0.33753 41.17610  0.12930  0.00000
SN: 1313057     10 0.33754 0.33754 41.58370  0.13610  0.00000
SN: 1322819     10 0.33759 0.33759 41.37540  0.13990  0.00000
SN: 1263197     10 0.33778 0.33778 40.94990  0.13510  0.00000
SN: 1300912     10 0.33780 0.33780 41.27590  0.12320  0.00000
SN: 1262131     10 0.33802 0.33802 41.22930  0.13080  0.00000
SN: 1294351     10 0.33829 0.33829 41.29940  0.13880  0.00000
SN: 1263989     10 0.33845 0.33845 41.00640  0.13340  0.00000
SN: 1643312     10 0.34037 0.34037 41.23930  0.13160  0.00000
SN: 1933035     10 0.34105 0.34105 41.77750  0.24290  0.00000
SN: 1308357     10 0.34157 0.34157 41.31480  0.13670  0.00000
SN: 1336009     10 0.34175 0.34175 41.35210  0.13340  0.00000
SN: 1332819     10 0.34181 0.34181 41.30130  0.14160  0.00000
SN: 1305835     10 0.34196 0.34196 41.39080  0.15260  0.00000
SN: 1368530     10 0.34225 0.34225 41.43520  0.13470  0.00000
SN: 1896034     10 0.34225 0.34225 41.68690 172.80910  0.00000
SN: 1259544     10 0.34246 0.34246 41.66610  0.16350  0.00000
SN: 1311394     10 0.34291 0.34291 41.19680  0.14650  0.00000
SN: 1301936     10 0.34304 0.34304 41.69560  0.13760  0.00000
SN: 1248925     10 0.34308 0.34308 41.39630  0.13410  0.00000
SN: 1876421     10 0.34313 0.34313 41.36130  0.13290  0.00000
SN: 1302623     10 0.34336 0.34336 41.81640  4.78900  0.00000
SN: 1531108     10 0.34388 0.34388 41.26800  0.12860  0.00000
SN: 1371048     10 0.34392 0.34392 41.15960  0.14750  0.00000
SN: 1323106     10 0.34417 0.34417 41.38420  0.15600  0.00000
SN: 1948484     10 0.34437 0.34437 41.26700  0.20070  0.00000
SN: 1346387     10 0.34448 0.34448 41.37410  0.32490  0.00000
SN: 1318661     10 0.34451 0.34451 41.51350  0.17410  0.00000
SN: 1921361     10 0.34459 0.34459 41.28730  0.12770  0.00000
SN: 1329312     10 0.34479 0.34479 41.45550  0.15770  0.00000
SN: 1298375     10 0.34497 0.34497 41.59520  0.13370  0.00000
SN: 1256570     10 0.34548 0.34548 41.49560  0.14540  0.00000
SN: 1835110     10 0.34550 0.34550 41.27490  0.12840  0.00000
SN: 1292823     10 0.34565 0.34565 41.38550  0.12630  0.00000
SN: 1770442     10 0.34579 0.34579 41.28380  0.13510  0.00000
SN: 1253029     10 0.34582 0.34582 41.57020  0.13840  0.00000
SN: 1277715     10 0.34602 0.34602 41.37020  0.12990  0.00000
SN: 1265011     10 0.34689 0.34689 41.04490  0.16530  0.00000
SN: 1291121     10 0.34761 0.34761 41.08090  0.13900  0.00000
SN: 1593067     10 0.34776 0.34776 41.57650  0.14670  0.00000
SN: 1278602     10 0.34800 0.34800 41.41760  0.14490  0.00000
SN: 1336150     10 0.34810 0.34810 41.79720  0.15240  0.00000
SN: 1919042     10 0.34814 0.34814 41.23050  0.12850  0.00000
SN: 1295315     10 0.34887 0.34887 41.15550  0.13710  0.00000
SN: 1258906     10 0.34918 0.34918 41.25880  0.12930  0.00000
SN: 1248677     10 0.35017 0.35017 41.28290  0.12240  0.00000
SN: 1291254     10 0.35021 0.35021 41.31400  0.14710  0.00000
SN: 1773049     10 0.35023 0.35023 41.31290  0.13180  0.00000
SN: 1432027     10 0.35039 0.35039 41.23720  0.12430  0.00000
SN: 1328016     10 0.35072 0.35072 41.11270  0.15880  0.00000
SN: 1254356     10 0.35129 0.35129 41.50850  0.14460  0.00000
SN: 1314554     10 0.35160 0.35160 41.23220  0.19130  0.00000
SN: 1257040     10 0.35177 0.35177 41.22990  0.13060  0.00000
SN: 1261503     10 0.35211 0.35211 41.20900  0.15730  0.00000
SN: 1256765     10 0.35268 0.35268 42.14590 241.20690  0.00000
SN: 1256933     10 0.35284 0.35284 41.40700  0.14380  0.00000
SN: 1324562     10 0.35299 0.35299 41.40180  0.13150  0.00000
SN: 1276546     10 0.35330 0.35330 41.48740  0.14430  0.00000
SN: 1251552     10 0.35485 0.35485 41.60940  0.14390  0.00000
SN: 1255312     10 0.35561 0.35561 41.24560  0.14590  0.00000
SN: 1295592     10 0.35631 0.35631 41.20590  0.14390  0.00000
SN: 1331836     10 0.35667 0.35667 41.35980  0.13490  0.00000
SN: 1324790     10 0.35724 0.35724 41.29800  0.12790  0.00000
SN: 1247022     10 0.35763 0.35763 41.83170  0.15760  0.00000
SN: 1334423     10 0.35791 0.35791 41.42910  0.13390  0.00000
SN: 1450026     10 0.35832 0.35832 41.53870  0.14600  0.00000
SN: 1250357     10 0.35843 0.35843 41.49200  0.13630  0.00000
SN: 1280217     10 0.35900 0.35900 41.23760  0.15490  0.00000
SN: 1302915     10 0.35922 0.35922 41.35700  0.13050  0.00000
SN: 1307830     10 0.35948 0.35948 41.53960  0.13970  0.00000
SN: 1315950     10 0.35948 0.35948 41.45190  0.13300  0.00000
SN: 1318235     10 0.36002 0.36002 41.56020  0.13590  0.00000
SN: 1265281     10 0.36021 0.36021 41.69860  0.20760  0.00000
SN: 1848198     10 0.36021 0.36021 42.20910  4.16670  0.00000
SN: 1264512     10 0.36028 0.36028 41.33940  0.13610  0.00000
SN: 1645158     10 0.36048 0.36048 41.45060  0.13800  0.00000
SN: 1294340     10 0.36088 0.36088 41.33620  0.14060  0.00000
SN: 1316701     10 0.36116 0.36116 41.59360  0.15380  0.00000
SN: 1253406     10 0.36131 0.36131 41.55990  0.20960  0.00000
SN: 1266015     10 0.36160 0.36160 41.23490  0.15870  0.00000
SN: 1923415     10 0.36161 0.36161 41.21800  0.14120  0.00000
SN: 1905244     10 0.36176 0.36176 41.47190  0.14080  0.00000
SN: 1294014     10 0.36271 0.36271 41.37190  0.15560  0.00000
SN: 1346137     10 0.36326 0.36326 41.31290  0.14230  0.00000
SN: 1703026     10 0.36391 0.36391 41.49570  0.16290  0.00000
SN: 1330533     10 0.36444 0.36444 41.54160  0.14140  0.00000
SN: 1333291     10 0.36461 0.36461 41.43890  0.12470  0.00000
SN: 1255735     10 0.36464 0.36464 41.48600  0.12140  0.00000
SN: 1920365     10 0.36550 0.36550 41.35980  0.12660  0.00000
SN: 1299746     10 0.36571 0.36571 41.40890  0.13460  0.00000
SN: 1318460     10 0.36605 0.36605 41.20880  0.13120  0.00000
SN: 1500031     10 0.36606 0.36606 41.69500  0.12890  0.00000
SN: 1258090     10 0.36656 0.36656 41.49130  0.15420  0.00000
SN: 1344639     10 0.36672 0.36672 41.34800  0.16550  0.00000
SN: 1308582     10 0.36704 0.36704 41.19750  0.14870  0.00000
SN: 1330828     10 0.36706 0.36706 41.49420  0.14520  0.00000
SN: 1431163     10 0.36711 0.36711 41.32870  0.13410  0.00000
SN: 1599030     10 0.36774 0.36774 41.23010  0.12470  0.00000
SN: 1770386     10 0.36796 0.36796 41.43440  0.13540  0.00000
SN: 1904092     10 0.36798 0.36798 41.50500  0.13950  0.00000
SN: 1294341     10 0.36799 0.36799 41.45240  0.15800  0.00000
SN: 1249245     10 0.36835 0.36835 41.39950  0.14520  0.00000
SN: 1343533     10 0.36844 0.36844 41.47790  0.20590  0.00000
SN: 1283936     10 0.36862 0.36862 41.61270  0.14630  0.00000
SN: 1918076     10 0.36967 0.36967 41.60540  0.14310  0.00000
SN: 1321973     10 0.37043 0.37043 41.34390  0.15170  0.00000
SN: 1323600     10 0.37045 0.37045 41.53650  0.14590  0.00000
SN: 1638030     10 0.37136 0.37136 41.45670  0.15120  0.00000
SN: 1291957     10 0.37143 0.37143 41.40370  0.13520  0.00000
SN: 1319539     10 0.37177 0.37177 41.42310  0.14360  0.00000
SN: 1255412     10 0.37203 0.37203 41.58560  0.15310  0.00000
SN: 1291511     10 0.37229 0.37229 41.25590  0.16150  0.00000
SN: 1256490     10 0.37234 0.37234 41.71230  0.15300  0.00000
SN: 1318126     10 0.37299 0.37299 41.49790  0.13130  0.00000
SN: 1434203     10 0.37567 0.37567 41.37560  0.12950  0.00000
SN: 1299643     10 0.37678 0.37678 41.47380  0.12930  0.00000
SN: 1372045     10 0.37695 0.37695 41.58180  0.13290  0.00000
SN: 1879532     10 0.37719 0.37719 41.34200  0.13430  0.00000
SN: 1282736     10 0.37798 0.37798 41.44840  0.14200  0.00000
SN: 1315795     10 0.37813 0.37813 41.33910  0.14000  0.00000
SN: 1847100     10 0.37890 0.37890 41.51850  0.13240  0.00000
SN: 1852058     10 0.37900 0.37900 41.52140  0.13380  0.00000
SN: 1837096     10 0.37938 0.37938 41.90140  0.18800  0.00000
SN: 1948209     10 0.37942 0.37942 41.49360  0.13170  0.00000
SN: 1284066     10 0.37976 0.37976 41.63770  0.21180  0.00000
SN: 1299785     10 0.38131 0.38131 41.41820  0.13020  0.00000
SN: 1255399     10 0.38138 0.38138 41.46380  0.15830  0.00000
SN: 1324582     10 0.38186 0.38186 41.62720  0.14480  0.00000
SN: 1923060     10 0.38248 0.38248 41.45760  0.12860  0.00000
SN: 1925122     10 0.38275 0.38275 42.02990  0.16210  0.00000
SN: 1343401     10 0.38283 0.38283 41.41260  0.16630  0.00000
SN: 1250275     10 0.38323 0.38323 41.36190  0.14230  0.00000
SN: 1262135     10 0.38328 0.38328 41.50690  0.13560  0.00000
SN: 1246314     10 0.38338 0.38338 41.86160  0.15180  0.00000
SN: 1283272     10 0.38353 0.38353 41.50310  0.16820  0.00000
SN: 1309632     10 0.38360 0.38360 41.76200  0.15650  0.00000
SN: 1501075     10 0.38374 0.38374 41.53070  0.14950  0.00000
SN: 1956190     10 0.38374 0.38374 41.58930  0.14030  0.00000
SN: 1281886     10 0.38393 0.38393 41.55980  0.14490  0.00000
SN: 1878522     10 0.38398 0.38398 41.49700  0.13260  0.00000
SN: 1291788     10 0.38400 0.38400 41.87770  0.15880  0.00000
SN: 1289913     10 0.38496 0.38496 41.14990  0.14010  0.00000
SN: 1249090     10 0.38620 0.38620 41.68080  0.14820  0.00000
SN: 1338170     10 0.38676 0.38676 41.48880  0.14040  0.00000
SN: 1257022     10 0.38684 0.38684 41.61780  0.13430  0.00000
SN: 1336464     10 0.38733 0.38733 41.61650  0.15170  0.00000
SN: 1847165     10 0.38748 0.38748 41.42350  0.13250  0.00000
SN: 1702096     10 0.38809 0.38809 41.98650  0.16790  0.00000
SN: 1702083     10 0.38884 0.38884 41.58040  0.13800  0.00000
SN: 1879414     10 0.38889 0.38889 41.62930  0.11890  0.00000
SN: 1260058     10 0.38949 0.38949 41.33800  0.13540  0.00000
SN: 1643313     10 0.39044 0.39044 41.69180  0.13170  0.00000
SN: 1435067     10 0.39136 0.39136 41.61340  0.13840  0.00000
SN: 1773237     10 0.39187 0.39187 41.58400  0.15330  0.00000
SN: 1331130     10 0.39190 0.39190 41.86510  0.19570  0.00000
SN: 1923155     10 0.39201 0.39201 41.91790  0.12790  0.00000
SN: 1618036     10 0.39216 0.39216 41.64520  0.13300  0.00000
SN: 1246626     10 0.39283 0.39283 41.68590  0.12790  0.00000
SN: 1790098     10 0.39299 0.39299 41.59690  0.12180  0.00000
SN: 1263291     10 0.39362 0.39362 41.57140  0.13080  0.00000
SN: 1315910     10 0.39365 0.39365 42.23800  0.24060  0.00000
SN: 1317783     10 0.39436 0.39436 41.64920  0.13890  0.00000
SN: 1431064     10 0.39494 0.39494 41.78780  0.13670  0.00000
SN: 1291794     10 0.39512 0.39512 41.52630  0.14660  0.00000
SN: 1329198     10 0.39521 0.39521 41.38080 124.95580  0.00000
SN: 1250464     10 0.39555 0.39555 41.81940  0.16470  0.00000
SN: 1247217     10 0.39617 0.39617 41.75730  0.14600  0.00000
SN: 1318304     10 0.39765 0.39765 41.68190  0.13930  0.00000
SN: 1291783     10 0.39821 0.39821 41.82090  0.16110  0.00000
SN: 1920362     10 0.39835 0.39835 41.65740  0.13960  0.00000
SN: 1335885     10 0.39932 0.39932 41.81720  0.17140  0.00000
SN: 1300517     10 0.40031 0.40031 41.58560  0.13200  0.00000
SN: 1275873     10 0.40189 0.40189 41.68560  0.19080  0.00000
SN: 1581048     10 0.40194 0.40194 41.71760  0.13090  0.00000
SN: 1408024     10 0.40229 0.40229 41.64120  0.12380  0.00000
SN: 1513071     10 0.40290 0.40290 41.76840  0.13160  0.00000
SN: 1257419     10 0.40361 0.40361 41.77800  0.15620  0.00000
SN: 1329615     10 0.40361 0.40361 41.71810  0.14700  0.00000
SN: 1366175     10 0.40462 0.40462 41.84180  0.18920  0.00000
SN: 1304777     10 0.40476 0.40476 41.56660  0.12930  0.00000
SN: 1284601     10 0.40512 0.40512 41.76060  0.14510  0.00000
SN: 1880632     10 0.40538 0.40538 41.59910  0.14270  0.00000
SN: 1331513     10 0.40573 0.40573 41.78600  0.15870  0.00000
SN: 1537020     10 0.40597 0.40597 41.86910  0.12990  0.00000
SN: 1318266     10 0.40626 0.40626 41.75790  0.16520  0.00000
SN: 1308314     10 0.40648 0.40648 41.80780  0.13120  0.00000
SN: 1847151     10 0.40684 0.40684 41.94220  0.16720  0.00000
SN: 1312213     10 0.40697 0.40697 42.03360  0.22020  0.00000
SN: 1719037     10 0.40746 0.40746 41.75410  0.15450  0.00000
SN: 1916207     10 0.40841 0.40841 41.79870  0.13560  0.00000
SN: 1892217     10 0.40897 0.40897 41.67680  0.13330  0.00000
SN: 1341370     10 0.40900 0.40900 41.74940  0.15670  0.00000
SN: 1306390     10 0.40911 0.40911 41.84880  0.17830  0.00000
SN: 1300160     10 0.40926 0.40926 41.51550  0.14670  0.00000
SN: 1337971     10 0.41067 0.41067 42.25180  0.15550  0.00000
SN: 1495047     10 0.41097 0.41097 41.89070  0.13580  0.00000
SN: 1307277     10 0.41114 0.41114 41.70880  0.17640  0.00000
SN: 1430136     10 0.41235 0.41235 41.87660  0.15840  0.00000
SN: 1249142     10 0.41316 0.41316 41.79840  0.14400  0.00000
SN: 1300025     10 0.41357 0.41357 41.55790  0.16450  0.00000
SN: 1292997     10 0.41447 0.41447 41.61000  0.18270  0.00000
SN: 1301963     10 0.41527 0.41527 41.80670  0.14540  0.00000
SN: 1260949     10 0.41568 0.41568 41.70090  0.13190  0.00000
SN: 1418043     10 0.41581 0.41581 41.87560  0.15140  0.00000
SN: 1263893     10 0.41590 0.41590 41.70740  0.14790  0.00000
SN: 1289600     10 0.41962 0.41962 42.08740  0.13490  0.00000
SN: 1340454     10 0.41996 0.41996 41.63440  0.14320  0.00000
SN: 1265426     10 0.42030 0.42030 41.86600  0.13900  0.00000
SN: 1306578     10 0.42044 0.42044 41.61280  0.13610  0.00000
SN: 1338762     10 0.42055 0.42055 41.73280  0.13030  0.00000
SN: 1896164     10 0.42069 0.42069 41.54870  0.19980  0.00000
SN: 1306626     10 0.42089 0.42089 41.74340  0.14250  0.00000
SN: 1337311     10 0.42132 0.42132 41.93570  0.15980  0.00000
SN: 1876308     10 0.42147 0.42147 41.97950  0.14500  0.00000
SN: 1255732     10 0.42184 0.42184 42.56490 184.12300  0.00000
SN: 1306991     10 0.42199 0.42199 41.69140  0.19000  0.00000
SN: 1332721     10 0.42224 0.42224 42.29050  0.16540  0.00000
SN: 1345594     10 0.42241 0.42241 41.64280  0.19080  0.00000
SN: 1567044     10 0.42274 0.42274 41.76790  0.14850  0.00000
SN: 1368143     10 0.42349 0.42349 41.80150  0.15000  0.00000
SN: 1282018     10 0.42377 0.42377 41.70420  0.18330  0.00000
SN: 1302523     10 0.42391 0.42391 41.81910  0.12950  0.00000
SN: 1311632     10 0.42421 0.42421 41.63260  0.14570  0.00000
SN: 1516019     10 0.42437 0.42437 41.92940  0.13790  0.00000
SN: 1776329     10 0.42445 0.42445 41.63830  0.17180  0.00000
SN: 1312274     10 0.42450 0.42450 41.78350  0.14640  0.00000
