VARNAMES: CID IDSURVEY zCMB zHEL MU MUERR MUERR_VPEC
SN: 1259500     10 0.56162 0.56162 42.47010  0.13740  0.00000
SN: 1263579     10 0.56162 0.56162 42.79960  0.28570  0.00000
SN: 1289555     10 0.56174 0.56174 42.36060  0.16550  0.00000
SN: 1644163     10 0.56203 0.56203 42.86030  0.22550  0.00000
SN: 1262267     10 0.56215 0.56215 42.20920  0.22460  0.00000
SN: 1337321     10 0.56258 0.56258 42.49750  0.19790  0.00000
SN: 1654105     10 0.56271 0.56271 42.35410  0.12620  0.00000
SN: 1319926     10 0.56342 0.56342 42.41460  0.20390  0.00000
SN: 1878335     10 0.56372 0.56372 42.46470  0.15520  0.00000
SN: 1259585     10 0.56402 0.56402 42.53260  0.19660  0.00000
SN: 1452059     10 0.56421 0.56421 42.37150  0.19700  0.00000
SN: 1330903     10 0.56429 0.56429 42.63830  0.18210  0.00000
SN: 1338278     10 0.56431 0.56431 42.43040  0.18810  0.00000
SN: 1285317     10 0.56441 0.56441 42.46270  0.16210  0.00000
SN: 1876287     10 0.56445 0.56445 42.58440  0.15280  0.00000
SN: 1432141     10 0.56489 0.56489 42.80730  0.17720  0.00000
SN: 1279501     10 0.56528 0.56528 42.51750  0.15830  0.00000
SN: 1283855     10 0.56537 0.56537 42.49860  0.22390  0.00000
SN: 1942106     10 0.56584 0.56584 42.56700  0.19050  0.00000
SN: 1315890     10 0.56699 0.56699 42.95540  0.22720  0.00000
SN: 1595127     10 0.56740 0.56740 42.66490  0.12110  0.00000
SN: 1259561     10 0.56752 0.56752 42.49280  0.18450  0.00000
SN: 1255192     10 0.56784 0.56784 42.85790  0.20670  0.00000
SN: 1643338     10 0.56789 0.56789 42.80930  0.15550  0.00000
SN: 1306681     10 0.56830 0.56830 42.75820  0.26630  0.00000
SN: 1328089     10 0.56864 0.56864 42.49760  0.19560  0.00000
SN: 1512101     10 0.56872 0.56872 42.55050  0.17690  0.00000
SN: 1345458     10 0.56873 0.56873 42.45380  0.17500  0.00000
SN: 1305807     10 0.56998 0.56998 43.01260  0.22670  0.00000
SN: 1895233     10 0.57036 0.57036 42.28840  0.12570  0.00000
SN: 1266830     10 0.57040 0.57040 42.14070  0.21360  0.00000
SN: 1248936     10 0.57093 0.57093 42.58160  0.19150  0.00000
SN: 1291222     10 0.57106 0.57106 42.21690  0.23070  0.00000
SN: 1643063     10 0.57189 0.57189 43.05060  0.23530  0.00000
SN: 1302353     10 0.57194 0.57194 42.51520  0.15890  0.00000
SN: 1382058     10 0.57199 0.57199 42.95910  0.23930  0.00000
SN: 1251436     10 0.57350 0.57350 42.58610  0.21540  0.00000
SN: 1306800     10 0.57354 0.57354 42.81720  0.26130  0.00000
SN: 1314581     10 0.57451 0.57451 42.86490  0.23110  0.00000
SN: 1328103     10 0.57473 0.57473 42.58090  0.21750  0.00000
SN: 1320278     10 0.57509 0.57509 42.43540  0.21930  0.00000
SN: 1306785     10 0.57535 0.57535 42.71080  0.23640  0.00000
SN: 1466032     10 0.57606 0.57606 42.55860  0.17750  0.00000
SN: 1562098     10 0.57618 0.57618 42.67730  0.16300  0.00000
SN: 1777216     10 0.57626 0.57626 42.49170  0.25430  0.00000
SN: 1634024     10 0.57629 0.57629 42.52910  0.18620  0.00000
SN: 1255142     10 0.57676 0.57676 42.57390  0.18730  0.00000
SN: 1448122     10 0.57688 0.57688 42.64550  0.14120  0.00000
SN: 1253243     10 0.57729 0.57729 42.67000  0.21810  0.00000
SN: 1337228     10 0.57741 0.57741 42.66830  0.20300  0.00000
SN: 1281691     10 0.57822 0.57822 42.67930  0.18700  0.00000
SN: 1335854     10 0.57869 0.57869 42.69900  0.20150  0.00000
SN: 1910065     10 0.57875 0.57875 42.44490  0.16370  0.00000
SN: 1320447     10 0.57893 0.57893 42.63810  0.20160  0.00000
SN: 1330339     10 0.57915 0.57915 42.68350  0.24040  0.00000
SN: 1258400     10 0.57964 0.57964 42.79600  0.23910  0.00000
SN: 1282966     10 0.58013 0.58013 42.60840  0.13200  0.00000
SN: 1847028     10 0.58021 0.58021 42.44450  0.18820  0.00000
SN: 1252810     10 0.58027 0.58027 42.63250  0.20100  0.00000
SN: 1435033     10 0.58041 0.58041 42.77220  0.20000  0.00000
SN: 1255382     10 0.58056 0.58056 42.51260  0.19980  0.00000
SN: 1340470     10 0.58057 0.58057 42.47680  0.19420  0.00000
SN: 1262055     10 0.58073 0.58073 42.83770  0.18010  0.00000
SN: 1770225     10 0.58074 0.58074 43.04660  0.23790  0.00000
SN: 1927254     10 0.58091 0.58091 42.99670  0.21010  0.00000
SN: 1533035     10 0.58118 0.58118 42.64310  0.23020  0.00000
SN: 1304652     10 0.58127 0.58127 42.53630  0.17870  0.00000
SN: 1300094     10 0.58129 0.58129 42.74460  0.25640  0.00000
SN: 1314162     10 0.58142 0.58142 42.57430  0.17060  0.00000
SN: 1332063     10 0.58156 0.58156 42.91200  0.15880  0.00000
SN: 1487055     10 0.58197 0.58197 42.49770  0.25390  0.00000
SN: 1263580     10 0.58276 0.58276 42.67770  0.19650  0.00000
SN: 1336384     10 0.58307 0.58307 42.60320  0.21010  0.00000
SN: 1315191     10 0.58357 0.58357 42.84590  0.20430  0.00000
SN: 1300531     10 0.58454 0.58454 42.79470  0.18980  0.00000
SN: 1338485     10 0.58466 0.58466 42.62350  0.18470  0.00000
SN: 1265990     10 0.58575 0.58575 42.41920  0.21520  0.00000
SN: 1256819     10 0.58577 0.58577 42.70720  0.13890  0.00000
SN: 1334265     10 0.58586 0.58586 42.64280  0.20720  0.00000
SN: 1331719     10 0.58627 0.58627 42.60640  0.21950  0.00000
SN: 1302572     10 0.58741 0.58741 42.71080  0.16960  0.00000
SN: 1848092     10 0.58770 0.58770 42.76130  0.22450  0.00000
SN: 1257129     10 0.58817 0.58817 42.40210  0.20130  0.00000
SN: 1294971     10 0.58823 0.58823 43.10350  0.24190  0.00000
SN: 1303118     10 0.58839 0.58839 42.60930  0.19850  0.00000
SN: 1433145     10 0.58852 0.58852 42.85230  0.23510  0.00000
SN: 1282808     10 0.58873 0.58873 42.79000  0.23230  0.00000
SN: 1255657     10 0.58882 0.58882 43.07910  0.24160  0.00000
SN: 1333576     10 0.58893 0.58893 42.74230  0.28860  0.00000
SN: 1370806     10 0.58895 0.58895 42.87780  0.20830  0.00000
SN: 1324536     10 0.58900 0.58900 42.88710  0.23260  0.00000
SN: 1321261     10 0.58937 0.58937 42.29470  0.19530  0.00000
SN: 1575072     10 0.59029 0.59029 42.70340  0.16520  0.00000
SN: 1946322     10 0.59043 0.59043 42.71260  0.16100  0.00000
SN: 1253997     10 0.59080 0.59080 42.64890  0.14800  0.00000
SN: 1299439     10 0.59159 0.59159 42.77250  0.19440  0.00000
SN: 1595110     10 0.59270 0.59270 42.53790  0.19070  0.00000
SN: 1862259     10 0.59362 0.59362 42.85330  0.27550  0.00000
SN: 1264083     10 0.59391 0.59391 42.68800  0.22730  0.00000
SN: 1257496     10 0.59401 0.59401 42.56660  0.25380  0.00000
SN: 1290191     10 0.59506 0.59506 42.40350  0.16310  0.00000
SN: 1319653     10 0.59552 0.59552 42.72550  0.19070  0.00000
SN: 1433226     10 0.59619 0.59619 42.78130  0.22490  0.00000
SN: 1252313     10 0.59692 0.59692 42.69800  0.14410  0.00000
SN: 1341423     10 0.59710 0.59710 42.47520  0.18020  0.00000
SN: 1258591     10 0.59750 0.59750 42.70170  0.16340  0.00000
SN: 1251126     10 0.59789 0.59789 42.76570  0.16630  0.00000
SN: 1261236     10 0.59790 0.59790 42.55140  0.19120  0.00000
SN: 1290323     10 0.59910 0.59910 42.55820  0.16240  0.00000
SN: 1338223     10 0.59953 0.59953 42.54860  0.20900  0.00000
SN: 1339220     10 0.59992 0.59992 42.94790  0.15070  0.00000
SN: 1450127     10 0.60009 0.60009 42.78820  0.20610  0.00000
SN: 1336953     10 0.60014 0.60014 42.67780  0.15340  0.00000
SN: 1257762     10 0.60017 0.60017 42.96240  0.23650  0.00000
SN: 1876301     10 0.60074 0.60074 42.77930  0.23000  0.00000
SN: 1305873     10 0.60093 0.60093 42.90680  0.12430  0.00000
SN: 1338233     10 0.60149 0.60149 42.92720  0.24850  0.00000
SN: 1255545     10 0.60183 0.60183 42.55190  0.21250  0.00000
SN: 1259330     10 0.60244 0.60244 42.91210  0.24880  0.00000
SN: 1674022     10 0.60263 0.60263 42.47040  0.18160  0.00000
SN: 1574019     10 0.60433 0.60433 42.50600  0.15680  0.00000
SN: 1303314     10 0.60492 0.60492 43.27880  0.22610  0.00000
SN: 1252199     10 0.60498 0.60498 42.83160  0.14060  0.00000
SN: 1864084     10 0.60536 0.60536 42.74150  0.13110  0.00000
SN: 1336845     10 0.60537 0.60537 42.93000  0.28660  0.00000
SN: 1254889     10 0.60551 0.60551 42.87940  0.13580  0.00000
SN: 1335585     10 0.60557 0.60557 42.56110  0.25710  0.00000
SN: 1335387     10 0.60582 0.60582 42.79370  0.18270  0.00000
SN: 1335564     10 0.60620 0.60620 42.84420  0.19070  0.00000
SN: 1306059     10 0.60632 0.60632 42.93200  0.15850  0.00000
SN: 1839117     10 0.60674 0.60674 42.65840  0.14810  0.00000
SN: 1641368     10 0.60707 0.60707 43.00100  0.17750  0.00000
SN: 1335675     10 0.60735 0.60735 42.72850  0.20560  0.00000
SN: 1293046     10 0.60737 0.60737 42.75950  0.22240  0.00000
SN: 1297772     10 0.60758 0.60758 43.13710  0.29390  0.00000
SN: 1929034     10 0.60827 0.60827 42.57690  0.21110  0.00000
SN: 1306110     10 0.60865 0.60865 42.60950  0.14140  0.00000
SN: 1332413     10 0.60872 0.60872 42.50770  0.18420  0.00000
SN: 1320843     10 0.60874 0.60874 42.90240  0.24910  0.00000
SN: 1302141     10 0.60880 0.60880 42.40670  0.25420  0.00000
SN: 1531033     10 0.60888 0.60888 42.75280  0.24980  0.00000
SN: 1770680     10 0.60911 0.60911 42.47970  0.20670  0.00000
SN: 1340132     10 0.60943 0.60943 42.59260  0.27560  0.00000
SN: 1298246     10 0.60946 0.60946 42.52270  0.22160  0.00000
SN: 1301397     10 0.60956 0.60956 43.07660  0.27650  0.00000
SN: 1298763     10 0.60961 0.60961 43.14330  0.28850  0.00000
SN: 1602033     10 0.60967 0.60967 42.84680  0.13310  0.00000
SN: 1879313     10 0.60970 0.60970 43.01620  0.25160  0.00000
SN: 1297377     10 0.60982 0.60982 42.76120  0.16810  0.00000
SN: 1316461     10 0.60984 0.60984 42.63400  0.23330  0.00000
SN: 1936215     10 0.61011 0.61011 42.68250  0.20160  0.00000
SN: 1431108     10 0.61053 0.61053 42.65890  0.14980  0.00000
SN: 1261144     10 0.61069 0.61069 42.72970  0.18730  0.00000
SN: 1390413     10 0.61097 0.61097 42.72390  0.17090  0.00000
SN: 1443078     10 0.61097 0.61097 42.93050  0.24370  0.00000
SN: 1329365     10 0.61102 0.61102 42.87540  0.20440  0.00000
SN: 1959025     10 0.61137 0.61137 43.19170  0.30600  0.00000
SN: 1644180     10 0.61154 0.61154 42.84120  0.14250  0.00000
SN: 1332008     10 0.61156 0.61156 42.99930  0.28090  0.00000
SN: 1295305     10 0.61171 0.61171 42.82280  0.13560  0.00000
SN: 1904321     10 0.61177 0.61177 42.83500  0.22990  0.00000
SN: 1289470     10 0.61207 0.61207 42.76590  0.20750  0.00000
SN: 1534078     10 0.61225 0.61225 42.71310  0.16700  0.00000
SN: 1315570     10 0.61273 0.61273 42.79870  0.12820  0.00000
SN: 1644061     10 0.61287 0.61287 42.78010  0.14300  0.00000
SN: 1332594     10 0.61303 0.61303 43.45000 173.81130  0.00000
SN: 1338649     10 0.61328 0.61328 43.08780  0.28580  0.00000
SN: 1262803     10 0.61343 0.61343 43.31910  0.27700  0.00000
SN: 1301976     10 0.61375 0.61375 42.85800  0.24940  0.00000
SN: 1891030     10 0.61377 0.61377 43.07560  0.22540  0.00000
SN: 1257905     10 0.61394 0.61394 42.50880  0.20000  0.00000
SN: 1849276     10 0.61413 0.61413 42.94120  0.17920  0.00000
SN: 1258433     10 0.61445 0.61445 42.96600  0.15600  0.00000
SN: 1311113     10 0.61533 0.61533 42.78610  0.13220  0.00000
SN: 1316626     10 0.61602 0.61602 42.82130  0.14630  0.00000
SN: 1305219     10 0.61633 0.61633 42.75720  0.23120  0.00000
SN: 1387162     10 0.61751 0.61751 43.16100  0.24330  0.00000
SN: 1300084     10 0.61843 0.61843 43.10540  0.24120  0.00000
SN: 1261163     10 0.61854 0.61854 42.72240  0.18050  0.00000
SN: 1308957     10 0.61869 0.61869 42.88820  0.23610  0.00000
SN: 1331883     10 0.61883 0.61883 42.93490  0.19280  0.00000
SN: 1305409     10 0.61935 0.61935 42.68280  0.22820  0.00000
SN: 1256335     10 0.61940 0.61940 42.96780  0.17510  0.00000
SN: 1256807     10 0.61943 0.61943 42.59240  0.28560  0.00000
SN: 1594042     10 0.61982 0.61982 42.74000  0.20710  0.00000
SN: 1338849     10 0.62003 0.62003 42.92650  0.22960  0.00000
SN: 1294907     10 0.62009 0.62009 42.91360  0.23270  0.00000
SN: 1260463     10 0.62024 0.62024 43.07910  0.17690  0.00000
SN: 1301915     10 0.62043 0.62043 42.99780  0.30490  0.00000
SN: 1334253     10 0.62076 0.62076 42.85630  0.20720  0.00000
SN: 1258249     10 0.62105 0.62105 42.74030  0.22950  0.00000
SN: 1498017     10 0.62128 0.62128 42.91620 208.58990  0.00000
SN: 1249758     10 0.62139 0.62139 42.88590 195.78810  0.00000
SN: 1261456     10 0.62163 0.62163 42.86010  0.23280  0.00000
SN: 1901903     10 0.62198 0.62198 42.84940  0.23920  0.00000
SN: 1335818     10 0.62254 0.62254 42.83190  0.17520  0.00000
SN: 1598039     10 0.62292 0.62292 42.93690  0.15510  0.00000
SN: 1332632     10 0.62320 0.62320 42.72960  0.16770  0.00000
SN: 1904061     10 0.62336 0.62336 42.78920  0.21140  0.00000
SN: 1849109     10 0.62399 0.62399 42.59660  0.18850  0.00000
SN: 1255130     10 0.62412 0.62412 42.95900  0.21240  0.00000
SN: 1899029     10 0.62412 0.62412 42.69930  0.19480  0.00000
SN: 1833321     10 0.62481 0.62481 43.15170  0.24680  0.00000
SN: 1258118     10 0.62519 0.62519 42.89210  0.25740  0.00000
SN: 1916193     10 0.62566 0.62566 43.10450  0.15930  0.00000
SN: 1298098     10 0.62583 0.62583 42.41450  0.23000  0.00000
SN: 1280762     10 0.62617 0.62617 43.30960  0.20660  0.00000
SN: 1302901     10 0.62618 0.62618 42.98720  0.25050  0.00000
SN: 1251114     10 0.62632 0.62632 42.87170  0.19700  0.00000
SN: 1392329     10 0.62655 0.62655 42.77510  0.23960  0.00000
SN: 1310073     10 0.62704 0.62704 42.73460  0.18680  0.00000
SN: 1891107     10 0.62736 0.62736 42.76850  0.20740  0.00000
SN: 1334858     10 0.62737 0.62737 43.26490  0.18190  0.00000
SN: 1305687     10 0.62740 0.62740 42.96650  0.23140  0.00000
SN: 1370308     10 0.62863 0.62863 43.12090  0.17640  0.00000
SN: 1851018     10 0.62885 0.62885 42.82400  0.23480  0.00000
SN: 1315832     10 0.62910 0.62910 42.70620  0.23550  0.00000
SN: 1590044     10 0.62932 0.62932 42.82650  0.17910  0.00000
SN: 1375087     10 0.62952 0.62952 43.04790  0.16560  0.00000
SN: 1251603     10 0.63033 0.63033 43.12100  0.18050  0.00000
SN: 1311001     10 0.63095 0.63095 42.89500  0.16520  0.00000
SN: 1259966     10 0.63104 0.63104 42.73210  0.21500  0.00000
SN: 1265353     10 0.63152 0.63152 42.82720  0.20350  0.00000
SN: 1280790     10 0.63211 0.63211 43.02420  0.18330  0.00000
SN: 1559147     10 0.63232 0.63232 42.94800  0.14740  0.00000
SN: 1442085     10 0.63356 0.63356 43.06380  0.27950  0.00000
SN: 1330642     10 0.63392 0.63392 42.64500  0.13100  0.00000
SN: 1880486     10 0.63408 0.63408 42.98120  0.24330  0.00000
SN: 1332055     10 0.63471 0.63471 42.52950  0.28370  0.00000
SN: 1313177     10 0.63499 0.63499 42.93640  0.21090  0.00000
SN: 1304183     10 0.63502 0.63502 42.78370  0.19600  0.00000
SN: 1297580     10 0.63561 0.63561 42.84210  0.21610  0.00000
SN: 1249304     10 0.63681 0.63681 42.71580  0.19760  0.00000
SN: 1340460     10 0.63779 0.63779 42.87060  0.22750  0.00000
SN: 1326214     10 0.63856 0.63856 42.93510  0.22500  0.00000
SN: 1528034     10 0.63890 0.63890 42.70360  0.25370  0.00000
SN: 1334879     10 0.63935 0.63935 42.91390  0.13440  0.00000
SN: 1892149     10 0.64026 0.64026 42.67130  0.10970  0.00000
SN: 1311631     10 0.64040 0.64040 43.03340  0.24200  0.00000
SN: 1500086     10 0.64130 0.64130 42.88750  0.22090  0.00000
SN: 1810306     10 0.64130 0.64130 42.74650  0.24610  0.00000
SN: 1250397     10 0.64305 0.64305 42.74250  0.19820  0.00000
SN: 1308568     10 0.64305 0.64305 42.47400  0.23380  0.00000
SN: 1904352     10 0.64338 0.64338 43.05390  0.25020  0.00000
SN: 1317496     10 0.64429 0.64429 43.10690  0.21580  0.00000
SN: 1420185     10 0.64453 0.64453 43.15390  0.16590  0.00000
SN: 1880513     10 0.64459 0.64459 42.83160  0.21250  0.00000
SN: 1878612     10 0.64489 0.64489 42.45140  0.28980  0.00000
SN: 1452065     10 0.64509 0.64509 42.67260  0.19790  0.00000
SN: 1302719     10 0.64528 0.64528 43.21570  0.23550  0.00000
SN: 1473025     10 0.64649 0.64649 42.81830  0.22320  0.00000
SN: 1305946     10 0.64664 0.64664 42.90930  0.22580  0.00000
SN: 1282463     10 0.64686 0.64686 42.51510  0.22500  0.00000
SN: 1879188     10 0.64728 0.64728 42.82990  0.20460  0.00000
SN: 1899158     10 0.64747 0.64747 42.66240  0.21600  0.00000
SN: 1370402     10 0.64767 0.64767 42.90250  0.14470  0.00000
SN: 1336693     10 0.64796 0.64796 42.69390  0.18910  0.00000
SN: 1338266     10 0.64846 0.64846 43.09730  0.18700  0.00000
SN: 1296671     10 0.64853 0.64853 42.86470  0.22360  0.00000
SN: 1334707     10 0.64923 0.64923 42.76480  0.12700  0.00000
SN: 1255139     10 0.64990 0.64990 42.88370  0.13420  0.00000
SN: 1336925     10 0.64997 0.64997 42.51230  0.23330  0.00000
SN: 1297064     10 0.65045 0.65045 43.11360  0.23870  0.00000
SN: 1370898     10 0.65070 0.65070 43.07540  0.21350  0.00000
SN: 1391191     10 0.65070 0.65070 43.31260  0.22250  0.00000
SN: 1249342     10 0.65099 0.65099 42.33860  0.22990  0.00000
SN: 1309551     10 0.65135 0.65135 43.12290  0.25980  0.00000
SN: 1263090     10 0.65207 0.65207 42.72920  0.22700  0.00000
SN: 1575019     10 0.65214 0.65214 42.70780  0.21870  0.00000
SN: 1303753     10 0.65242 0.65242 42.86150  0.18280  0.00000
SN: 1342707     10 0.65244 0.65244 42.84900  0.22030  0.00000
SN: 1559124     10 0.65253 0.65253 42.72240  0.16980  0.00000
SN: 1890041     10 0.65259 0.65259 42.87330  0.20640  0.00000
SN: 1533036     10 0.65325 0.65325 43.47770  0.22750  0.00000
SN: 1340521     10 0.65357 0.65357 42.91400  0.19520  0.00000
SN: 1261587     10 0.65388 0.65388 42.77030  0.14190  0.00000
SN: 1331707     10 0.65396 0.65396 43.15030  0.19440  0.00000
SN: 1340141     10 0.65406 0.65406 42.88830  0.23130  0.00000
SN: 1644237     10 0.65409 0.65409 42.70910  0.26820  0.00000
SN: 1257216     10 0.65435 0.65435 42.91260  0.22110  0.00000
SN: 1833564     10 0.65461 0.65461 42.95160  0.13980  0.00000
SN: 1333319     10 0.65472 0.65472 42.91230  0.17360  0.00000
SN: 1284567     10 0.65483 0.65483 42.88730  0.19180  0.00000
SN: 1263039     10 0.65515 0.65515 42.73180  0.25810  0.00000
SN: 1643213     10 0.65526 0.65526 42.93880  0.18860  0.00000
SN: 1370113     10 0.65553 0.65553 42.82270  0.20650  0.00000
SN: 1574028     10 0.65590 0.65590 42.98280  0.23770  0.00000
SN: 1300590     10 0.65634 0.65634 42.77290  0.20130  0.00000
SN: 1370391     10 0.65693 0.65693 42.79040  0.18080  0.00000
SN: 1287883     10 0.65719 0.65719 42.73510  0.26440  0.00000
SN: 1296173     10 0.65764 0.65764 42.91650  0.21390  0.00000
SN: 1564017     10 0.65792 0.65792 43.00100  0.21090  0.00000
SN: 1430255     10 0.65806 0.65806 42.64790  0.21360  0.00000
SN: 1304991     10 0.65867 0.65867 42.68930  0.20620  0.00000
SN: 1259667     10 0.65872 0.65872 43.35480  0.19150  0.00000
SN: 1390173     10 0.65875 0.65875 43.05910  0.21590  0.00000
SN: 1334686     10 0.65905 0.65905 43.02590  0.23380  0.00000
SN: 1642138     10 0.65971 0.65971 42.92310  0.19400  0.00000
SN: 1319776     10 0.65980 0.65980 43.17240  0.28120  0.00000
SN: 1314709     10 0.65988 0.65988 43.01450  0.24190  0.00000
SN: 1318847     10 0.65992 0.65992 42.81330  0.23500  0.00000
SN: 1432239     10 0.66022 0.66022 42.87870  0.27560  0.00000
SN: 1263852     10 0.66083 0.66083 42.88380  0.29600  0.00000
SN: 1644199     10 0.66115 0.66115 43.21860  0.18260  0.00000
SN: 1639025     10 0.66190 0.66190 42.95880  0.17380  0.00000
SN: 1434258     10 0.66196 0.66196 42.98220  0.16230  0.00000
SN: 1286337     10 0.66297 0.66297 42.78540  0.21400  0.00000
SN: 1264038     10 0.66363 0.66363 42.91100  0.17940  0.00000
SN: 1310475     10 0.66376 0.66376 42.79080  0.19090  0.00000
SN: 1314369     10 0.66387 0.66387 43.49050  0.20650  0.00000
SN: 1910032     10 0.66456 0.66456 42.94030  0.21890  0.00000
SN: 1945100     10 0.66460 0.66460 43.69520 1845.14060  0.00000
SN: 1905127     10 0.66580 0.66580 43.06440  0.26020  0.00000
SN: 1336260     10 0.66666 0.66666 42.75180  0.21700  0.00000
SN: 1252939     10 0.66667 0.66667 42.93330  0.14820  0.00000
SN: 1255423     10 0.66682 0.66682 42.58170  0.24270  0.00000
SN: 1303658     10 0.66789 0.66789 42.78960  0.22960  0.00000
SN: 1319058     10 0.66812 0.66812 42.88380  0.27070  0.00000
SN: 1310304     10 0.66881 0.66881 42.89840  0.23230  0.00000
SN: 1370247     10 0.66883 0.66883 42.97730  0.17640  0.00000
SN: 1250916     10 0.66949 0.66949 42.82680  0.16390  0.00000
SN: 1326299     10 0.67382 0.67382 43.18470  0.17880  0.00000
SN: 1260645     10 0.67405 0.67405 42.87490  0.24530  0.00000
SN: 1253227     10 0.67446 0.67446 43.21640  0.25280  0.00000
SN: 1329168     10 0.67651 0.67651 42.89480  0.17920  0.00000
SN: 1296919     10 0.67699 0.67699 43.18020  0.18790  0.00000
SN: 1531078     10 0.67713 0.67713 43.21740  0.22110  0.00000
SN: 1336599     10 0.67747 0.67747 43.20970  0.19840  0.00000
SN: 1319667     10 0.67756 0.67756 42.82050  0.22690  0.00000
SN: 1311151     10 0.67765 0.67765 43.47980  0.24360  0.00000
SN: 1302738     10 0.67783 0.67783 42.95770  0.23220  0.00000
SN: 1257975     10 0.67802 0.67802 43.07780  0.26990  0.00000
SN: 1908493     10 0.67830 0.67830 43.81360 270.94910  0.00000
SN: 1966024     10 0.67906 0.67906 42.89460  0.95930  0.00000
SN: 1310916     10 0.67924 0.67924 42.54240  0.19420  0.00000
SN: 1795052     10 0.67924 0.67924 42.93600  0.15600  0.00000
SN: 1332795     10 0.67984 0.67984 43.05830  0.26030  0.00000
SN: 1334257     10 0.68005 0.68005 42.79450  0.19300  0.00000
SN: 1927203     10 0.68069 0.68069 42.80960  0.23660  0.00000
SN: 1264606     10 0.68110 0.68110 42.98950  0.15320  0.00000
SN: 1330559     10 0.68131 0.68131 43.15240  0.24670  0.00000
SN: 1311884     10 0.68136 0.68136 42.89610  0.15650  0.00000
SN: 1256596     10 0.68138 0.68138 43.28970  0.16380  0.00000
SN: 1320030     10 0.68141 0.68141 43.16400  0.15720  0.00000
SN: 1901241     10 0.68145 0.68145 42.89250  0.23790  0.00000
SN: 1333489     10 0.68179 0.68179 43.10010  0.19700  0.00000
SN: 1277710     10 0.68180 0.68180 43.04370  0.18650  0.00000
SN: 1346627     10 0.68193 0.68193 42.91260  0.16590  0.00000
SN: 1876304     10 0.68234 0.68234 43.45330  0.22380  0.00000
SN: 1433108     10 0.68283 0.68283 43.28780  0.22720  0.00000
SN: 1279384     10 0.68314 0.68314 43.14900  0.21350  0.00000
SN: 1299090     10 0.68340 0.68340 42.85160  0.26200  0.00000
SN: 1295509     10 0.68363 0.68363 42.85560  0.16030  0.00000
SN: 1302980     10 0.68365 0.68365 43.03740  0.23610  0.00000
SN: 1280780     10 0.68399 0.68399 42.77970  0.22690  0.00000
SN: 1341743     10 0.68422 0.68422 43.03090  0.19940  0.00000
SN: 1251022     10 0.68428 0.68428 42.96830  0.17820  0.00000
SN: 1303910     10 0.68456 0.68456 43.30150  0.25610  0.00000
SN: 1248324     10 0.68498 0.68498 42.79030  0.21770  0.00000
SN: 1509040     10 0.68508 0.68508 42.85210  0.26110  0.00000
SN: 1900124     10 0.68534 0.68534 43.15300  0.26200  0.00000
SN: 1308589     10 0.68577 0.68577 42.69920  0.13600  0.00000
SN: 1642178     10 0.68673 0.68673 43.08080  0.22070  0.00000
SN: 1896213     10 0.68689 0.68689 43.18950  0.17430  0.00000
SN: 1588019     10 0.68767 0.68767 42.89010  0.17560  0.00000
SN: 1950043     10 0.68829 0.68829 43.18950  0.19710  0.00000
SN: 1250724     10 0.68831 0.68831 43.65060  0.24530  0.00000
SN: 1262715     10 0.68936 0.68936 42.96790  0.13640  0.00000
SN: 1262214     10 0.68937 0.68937 43.06700  0.13040  0.00000
SN: 1861474     10 0.68966 0.68966 43.10660  0.15110  0.00000
SN: 1933258     10 0.68972 0.68972 42.86650  0.22350  0.00000
SN: 1305308     10 0.68973 0.68973 43.14060  0.25980  0.00000
SN: 1311496     10 0.69066 0.69066 43.23560  0.27470  0.00000
SN: 1313434     10 0.69071 0.69071 42.95880  0.20720  0.00000
SN: 1310236     10 0.69086 0.69086 43.18080  0.24980  0.00000
SN: 1250120     10 0.69088 0.69088 42.94550  0.21760  0.00000
SN: 1255730     10 0.69108 0.69108 43.34970  0.24880  0.00000
SN: 1936353     10 0.69155 0.69155 42.87710  0.28720  0.00000
SN: 1320009     10 0.69165 0.69165 43.05440  0.16010  0.00000
SN: 1592067     10 0.69191 0.69191 42.87290  0.23340  0.00000
SN: 1299033     10 0.69226 0.69226 43.04110  0.21430  0.00000
SN: 1487043     10 0.69227 0.69227 43.18640  0.16800  0.00000
SN: 1340253     10 0.69261 0.69261 42.98840  0.24870  0.00000
SN: 1316853     10 0.69305 0.69305 42.86410  0.19710  0.00000
SN: 1370181     10 0.69311 0.69311 43.37360  0.20270  0.00000
SN: 1333248     10 0.69396 0.69396 42.74420  0.23050  0.00000
SN: 1260105     10 0.69411 0.69411 42.95610  0.23460  0.00000
SN: 1321593     10 0.69493 0.69493 42.88660  0.27580  0.00000
SN: 1645208     10 0.69517 0.69517 43.09580  0.14210  0.00000
SN: 1300036     10 0.69727 0.69727 42.99600  0.32510  0.00000
SN: 1449102     10 0.69831 0.69831 43.51740  0.25180  0.00000
SN: 1299190     10 0.69837 0.69837 43.14560  0.17890  0.00000
SN: 1387174     10 0.69842 0.69842 42.86180  0.18780  0.00000
SN: 1260954     10 0.69873 0.69873 43.03310  0.25080  0.00000
SN: 1373123     10 0.69879 0.69879 43.15890  0.27410  0.00000
SN: 1904287     10 0.69905 0.69905 43.39660  0.21210  0.00000
SN: 1335718     10 0.69933 0.69933 43.09670  0.12770  0.00000
SN: 1536062     10 0.70017 0.70017 43.67430  0.25600  0.00000
